StationId,Date,PM2.5,PM10,NO,NO2,NOx,NH3,CO,SO2,O3,Benzene,Toluene,Xylene,AQI,AQI_Bucket
KA007,2018-07-16,10.05,26.65,14.8,32.8,28.56,30.89,0.53,14.37,18.19,0.3,7.53,,45.0,Good
KA007,2018-07-17,11.04,34.29,12.6,33.33,26.27,30.83,0.43,16.76,24.65,0.29,7.23,,41.0,Good
KA007,2018-07-18,12.28,36.43,12.18,31.01,26.21,30.21,0.45,16.93,26.19,0.3,8.21,,40.0,Good
KA007,2018-07-19,11.29,32.01,10.9,35.84,25.37,31.18,0.47,13.59,28.22,0.3,6.94,,47.0,Good
KA007,2018-07-20,10.6,30.23,9.55,28.67,20.9,26.93,0.42,13.89,34.11,0.26,6.69,,42.0,Good
KA007,2018-07-21,14.2,36.07,10.99,37.99,27.49,27.23,0.49,16.41,31.79,0.31,7.14,,44.0,Good
KA007,2018-07-22,16.34,48.29,8.44,24.46,18.82,27.9,0.54,16.96,31.91,0.27,7.08,,44.0,Good
KA007,2018-07-23,15.43,37.79,22.54,51.43,40.83,28.86,0.59,13.73,23.04,0.41,9.31,,49.0,Good
KA007,2018-07-24,12.44,30.03,14.08,33.45,29.07,32.19,0.45,11.66,21.98,0.39,8.73,,57.0,Satisfactory
KA007,2018-07-25,12.06,24.67,14.85,34.49,30.23,30.8,0.53,13.34,19.28,0.36,8.39,,45.0,Good
KA007,2018-07-26,13.6,33.26,14.0,39.82,32.5,31.91,0.54,12.41,21.09,0.4,8.82,,50.0,Good
KA007,2018-07-27,15.83,43.89,12.88,33.45,28.23,31.27,0.52,14.16,22.31,0.37,8.51,,45.0,Good
KA007,2018-07-28,16.77,45.99,12.37,37.92,30.22,31.55,0.58,10.55,22.74,0.35,7.44,,53.0,Satisfactory
KA007,2018-07-29,16.57,37.94,9.26,31.06,23.99,32.47,0.52,9.94,23.9,0.18,4.45,,54.0,Satisfactory
KA007,2018-07-30,16.2,43.66,12.79,36.86,28.97,32.91,0.65,14.3,23.32,0.19,4.49,,54.0,Satisfactory
KA007,2018-07-31,15.69,44.02,12.98,27.89,25.26,31.44,0.45,10.55,22.84,0.16,4.38,,49.0,Good
KA007,2018-08-01,15.77,41.18,17.77,51.81,40.78,31.83,0.59,7.75,21.62,0.19,4.27,,49.0,Good
KA007,2018-08-02,15.26,52.96,17.15,42.89,36.65,31.2,0.56,13.18,21.56,0.19,4.72,,60.0,Satisfactory
KA007,2018-08-03,15.47,44.26,16.56,40.97,35.26,32.2,0.65,12.38,17.73,0.19,4.71,,53.0,Satisfactory
KA007,2018-08-04,19.11,56.52,15.28,40.02,33.7,33.55,0.37,9.75,18.94,0.19,4.66,,53.0,Satisfactory
KA007,2018-08-05,15.38,53.2,11.29,27.8,23.95,31.54,0.5,9.77,20.72,0.14,3.98,,53.0,Satisfactory
KA007,2018-08-06,13.82,39.45,16.19,38.26,30.83,32.43,0.6,8.53,21.96,0.16,3.58,,55.0,Satisfactory
KA007,2018-08-07,12.06,32.26,13.98,36.4,30.67,32.0,0.56,8.47,20.0,0.16,3.6,,47.0,Good
KA007,2018-08-08,10.03,22.31,22.21,45.47,42.25,32.01,0.6,10.72,15.97,0.19,3.89,,48.0,Good
KA007,2018-08-09,11.56,27.11,15.34,36.4,31.83,32.0,0.65,14.56,20.72,0.16,3.58,,54.0,Satisfactory
KA007,2018-08-10,11.9,28.85,14.98,34.54,30.55,30.96,0.61,12.24,19.09,0.15,3.43,,50.0,Good
KA007,2018-08-11,8.92,21.31,15.33,36.09,31.54,31.06,0.55,10.55,18.26,0.18,3.21,,49.0,Good
KA007,2018-08-12,7.61,16.15,12.16,27.99,24.7,30.77,0.49,12.11,18.8,0.13,2.96,,46.0,Good
KA007,2018-08-13,6.26,16.82,16.52,31.84,28.79,30.41,0.49,7.21,18.06,0.14,3.04,,44.0,Good
KA007,2018-08-14,8.02,14.33,21.03,38.06,37.23,29.39,0.63,9.08,15.7,0.18,3.38,,50.0,Good
KA007,2018-08-15,9.96,20.82,15.4,40.54,33.98,30.66,0.68,11.85,18.4,0.16,3.44,,54.0,Satisfactory
KA007,2018-08-16,7.74,21.31,12.29,35.37,27.81,31.36,0.38,9.25,25.33,0.15,2.97,,45.0,Good
KA007,2018-08-17,9.11,26.52,11.49,34.57,26.88,30.34,0.57,8.87,25.42,0.14,2.86,,41.0,Good
KA007,2018-08-18,12.88,37.28,11.36,34.17,26.49,29.91,0.62,12.83,26.57,0.15,2.74,,46.0,Good
KA007,2018-08-19,11.6,30.03,8.83,26.73,21.27,28.9,0.64,9.94,27.57,0.12,2.58,,54.0,Satisfactory
KA007,2018-08-20,14.32,42.12,13.88,38.64,31.86,30.35,0.59,6.87,23.57,0.16,2.86,,50.0,Good
KA007,2018-08-21,13.33,42.76,12.86,35.04,27.37,31.24,0.58,6.07,25.57,0.14,2.75,,51.0,Satisfactory
KA007,2018-08-22,12.92,39.88,11.0,32.88,26.34,29.48,0.49,9.74,26.12,0.13,2.85,,47.0,Good
KA007,2018-08-23,10.01,26.33,14.53,41.88,33.03,31.38,0.6,11.71,22.55,0.16,3.24,,52.0,Satisfactory
KA007,2018-08-24,11.66,31.79,14.35,39.14,32.48,34.39,0.6,19.4,21.35,0.16,3.35,,49.0,Good
KA007,2018-08-25,12.38,38.73,14.56,40.34,33.24,35.15,0.7,13.83,19.66,0.18,3.72,,62.0,Satisfactory
KA007,2018-08-26,11.16,31.9,14.36,39.32,32.56,36.14,0.55,7.13,20.59,0.15,3.45,,52.0,Satisfactory
KA007,2018-08-27,11.78,32.17,21.67,47.91,43.03,34.93,0.57,8.49,15.68,0.2,3.74,,54.0,Satisfactory
KA007,2018-08-28,10.95,28.14,16.55,40.57,35.04,36.76,0.51,6.64,19.34,0.15,2.99,,51.0,Satisfactory
KA007,2018-08-29,11.0,27.8,34.27,45.98,52.31,33.4,0.67,10.27,20.63,0.2,3.74,,54.0,Satisfactory
KA007,2018-08-30,12.38,35.61,17.29,42.18,36.48,34.71,0.66,12.05,18.94,0.18,3.69,,74.0,Satisfactory
KA007,2018-08-31,10.8,26.99,16.18,44.53,36.76,34.05,0.76,12.56,19.29,0.17,3.43,,60.0,Satisfactory
KA007,2018-09-01,15.61,40.6,11.22,41.4,31.13,34.99,0.6,12.9,25.76,0.15,2.95,,54.0,Satisfactory
KA007,2018-09-02,15.54,47.34,8.31,31.59,23.53,33.97,0.69,13.52,31.01,0.14,3.17,,59.0,Satisfactory
KA007,2018-09-03,16.78,48.55,16.89,46.03,38.08,32.32,0.63,13.6,29.95,0.17,3.48,,55.0,Satisfactory
KA007,2018-09-04,18.43,50.38,17.77,63.12,47.98,37.9,0.71,10.7,33.92,0.21,3.33,,64.0,Satisfactory
KA007,2018-09-05,17.32,45.04,9.73,37.45,26.91,33.06,0.63,8.72,31.33,0.18,3.41,,70.0,Satisfactory
KA007,2018-09-06,15.05,42.1,10.62,31.82,25.55,33.6,0.66,11.07,31.1,0.15,2.71,,57.0,Satisfactory
KA007,2018-09-07,12.3,35.85,9.82,28.64,22.47,29.29,0.61,11.75,31.11,0.12,2.67,,57.0,Satisfactory
KA007,2018-09-08,11.65,27.53,9.6,32.18,24.9,29.28,0.65,10.04,29.29,0.14,2.98,,48.0,Good
KA007,2018-09-09,17.4,36.0,9.55,53.57,36.15,32.23,0.67,8.58,43.11,0.2,3.74,,73.0,Satisfactory
KA007,2018-09-10,27.39,61.26,11.61,77.71,50.78,44.32,0.91,10.6,41.37,0.4,4.66,,76.0,Satisfactory
KA007,2018-09-11,26.12,56.36,13.12,91.95,59.58,49.14,0.93,9.27,68.75,0.38,5.2,,134.0,Moderate
KA007,2018-09-12,21.79,48.03,13.65,95.23,61.71,42.9,0.89,8.73,66.57,0.31,4.26,,156.0,Moderate
KA007,2018-09-13,23.52,56.35,16.45,110.17,71.97,48.95,1.18,10.5,39.74,0.39,5.06,,107.0,Moderate
KA007,2018-09-14,24.81,54.57,16.22,115.51,74.62,69.6,0.99,10.81,65.9,0.36,4.77,,173.0,Moderate
KA007,2018-09-15,19.76,38.92,16.93,103.2,68.63,56.9,1.04,9.02,52.81,0.31,4.85,,110.0,Moderate
KA007,2018-09-16,19.08,38.33,37.6,76.44,67.39,53.98,0.99,11.16,40.13,0.34,5.19,,97.0,Satisfactory
KA007,2018-09-17,11.74,28.72,17.73,66.04,49.55,53.23,0.79,9.4,24.47,0.23,3.76,,98.0,Satisfactory
KA007,2018-09-18,10.25,29.07,11.02,44.9,32.79,54.07,0.61,8.68,29.49,0.15,2.8,,61.0,Satisfactory
KA007,2018-09-19,12.86,36.6,10.95,52.9,37.04,45.55,0.6,6.67,33.82,0.16,2.77,,61.0,Satisfactory
KA007,2018-09-20,19.82,52.67,24.28,79.83,62.14,47.48,0.82,7.18,39.88,0.26,4.05,,72.0,Satisfactory
KA007,2018-09-21,21.23,53.03,12.02,67.2,45.47,47.62,0.7,8.16,39.87,0.22,3.46,,85.0,Satisfactory
KA007,2018-09-22,18.92,49.76,43.96,66.17,70.85,45.92,0.86,7.84,48.03,0.26,3.69,,76.0,Satisfactory
KA007,2018-09-23,27.9,59.86,14.68,92.34,61.05,53.91,0.84,10.1,59.59,0.32,4.31,,124.0,Moderate
KA007,2018-09-24,12.21,25.96,9.71,60.72,39.74,55.94,0.67,8.06,74.34,0.23,3.63,,139.0,Moderate
KA007,2018-09-25,27.12,64.04,40.67,142.83,109.52,69.55,1.62,11.46,99.01,0.66,7.19,,107.0,Moderate
KA007,2018-09-26,24.04,52.7,2.32,39.6,22.89,23.41,0.54,7.11,56.87,0.4,4.75,,111.0,Moderate
KA007,2018-09-27,27.29,51.98,8.81,25.68,20.82,9.19,0.94,1.61,47.46,0.4,4.85,,101.0,Moderate
KA007,2018-09-28,23.4,53.1,7.1,20.89,16.9,9.06,0.72,1.47,28.07,0.39,5.23,,83.0,Satisfactory
KA007,2018-09-29,13.56,38.91,6.46,16.57,14.05,8.95,0.69,2.84,24.98,0.3,3.96,,66.0,Satisfactory
KA007,2018-09-30,17.5,46.95,4.36,17.44,12.82,8.94,0.67,1.43,36.96,0.27,3.51,,76.0,Satisfactory
KA007,2018-10-01,17.3,41.54,9.71,17.93,17.42,8.62,0.76,2.17,26.68,0.34,3.88,,72.0,Satisfactory
KA007,2018-10-02,12.86,26.83,2.84,12.32,8.87,7.91,0.44,2.32,22.56,0.21,3.3,,54.0,Satisfactory
KA007,2018-10-03,9.75,31.38,2.75,12.74,9.01,7.24,0.59,1.12,30.01,0.17,2.85,,48.0,Good
KA007,2018-10-04,13.1,28.59,6.4,15.64,13.43,6.79,0.56,1.64,11.66,0.23,3.19,,41.0,Good
KA007,2018-10-05,7.57,21.64,6.05,12.98,11.83,6.07,0.52,1.8,10.94,0.21,2.98,,34.0,Good
KA007,2018-10-06,5.72,19.46,5.63,13.15,11.56,6.14,0.55,1.56,12.46,0.19,2.98,,36.0,Good
KA007,2018-10-07,15.0,44.5,6.3,24.05,17.9,6.95,0.8,1.8,10.29,0.35,4.3,,40.0,Good
KA007,2018-10-08,25.27,60.5,3.28,22.15,14.46,7.55,0.11,2.31,67.81,0.27,3.54,,,
KA007,2018-10-09,27.81,63.86,3.34,22.52,14.69,9.81,1.03,2.84,72.36,0.33,4.26,,120.0,Moderate
KA007,2018-10-10,38.1,101.1,20.01,33.76,34.21,7.9,0.66,3.9,88.46,0.37,4.65,,134.0,Moderate
KA007,2018-10-11,50.01,116.24,23.93,35.31,38.24,8.17,0.16,2.21,57.37,0.73,7.48,,120.0,Moderate
KA007,2018-10-12,54.18,129.01,7.5,22.05,17.82,8.22,0.33,2.29,65.45,0.58,6.36,,122.0,Moderate
KA007,2018-10-13,62.1,143.81,2.2,17.51,11.09,9.96,0.78,1.36,81.12,0.83,7.59,,182.0,Moderate
KA007,2018-10-14,47.95,89.65,2.23,22.16,13.59,8.74,0.63,1.54,69.6,0.37,4.19,,169.0,Moderate
KA007,2018-10-15,44.2,79.83,6.42,27.53,16.64,8.43,0.82,1.74,68.55,0.56,6.1,,122.0,Moderate
KA007,2018-10-16,33.57,69.55,2.61,16.43,10.86,7.58,0.44,2.95,41.81,0.32,3.73,,91.0,Satisfactory
KA007,2018-10-17,14.3,29.72,5.08,16.51,12.9,6.1,0.49,1.83,46.55,0.25,3.52,,74.0,Satisfactory
KA007,2018-10-18,18.28,35.47,4.89,21.72,15.52,6.28,0.65,1.96,51.98,0.42,4.41,,122.0,Moderate
KA007,2018-10-19,20.01,38.49,1.5,13.74,8.53,6.22,0.56,1.96,42.03,0.2,2.72,,64.0,Satisfactory
KA007,2018-10-20,25.46,49.6,1.25,14.48,8.71,5.46,0.5,1.84,62.04,0.18,2.54,,87.0,Satisfactory
KA007,2018-10-21,42.55,,1.11,15.23,9.0,5.85,0.53,1.68,65.11,0.2,2.55,,80.0,Satisfactory
KA007,2018-10-22,44.69,115.19,5.4,30.77,20.77,6.04,0.68,1.45,60.77,0.3,2.84,,,
KA007,2018-10-23,49.45,118.08,6.59,37.14,25.13,7.52,0.75,2.31,51.72,0.39,3.41,,121.0,Moderate
KA007,2018-10-24,45.85,103.94,4.01,30.26,19.35,7.43,0.66,2.7,50.83,0.34,3.06,,109.0,Moderate
KA007,2018-10-25,49.14,104.2,2.9,24.37,15.33,7.57,0.67,2.85,53.83,0.29,2.74,,101.0,Moderate
KA007,2018-10-26,50.2,107.04,2.18,17.82,11.26,6.7,0.63,1.98,66.11,0.26,2.39,,112.0,Moderate
KA007,2018-10-27,41.05,94.38,1.44,21.24,12.45,6.57,0.58,3.43,79.66,0.27,2.51,,122.0,Moderate
KA007,2018-10-28,36.68,90.2,0.46,18.97,10.41,5.45,0.58,1.65,83.69,0.31,2.87,,125.0,Moderate
KA007,2018-10-29,36.17,94.65,2.34,24.2,14.51,5.9,0.77,1.91,77.25,0.38,3.65,,129.0,Moderate
KA007,2018-10-30,37.01,88.33,2.47,25.62,15.13,5.16,0.7,2.25,63.17,0.43,3.93,,127.0,Moderate
KA007,2018-10-31,38.82,82.59,1.13,18.23,10.1,4.54,0.72,2.22,57.84,0.35,3.0,,107.0,Moderate
KA007,2018-11-01,19.53,48.08,0.93,12.08,6.69,3.98,0.5,2.02,52.15,0.22,2.29,,88.0,Satisfactory
KA007,2018-11-02,10.58,30.14,2.17,13.67,8.54,5.23,0.52,2.37,28.9,0.18,1.99,,52.0,Satisfactory
KA007,2018-11-03,17.62,35.29,1.04,14.13,7.95,8.06,1.88,2.94,28.6,0.15,1.9,,105.0,Moderate
KA007,2018-11-04,17.0,37.0,0.49,10.08,5.67,7.38,0.54,2.34,43.64,0.13,1.94,,58.0,Satisfactory
KA007,2018-11-05,17.0,37.0,1.13,14.68,8.62,10.94,0.71,2.12,38.59,0.18,2.18,,57.0,Satisfactory
KA007,2018-11-06,21.0,48.44,0.79,14.67,8.41,10.39,0.68,2.88,38.38,0.22,2.4,,66.0,Satisfactory
KA007,2018-11-07,53.1,86.84,0.83,14.32,8.01,9.05,0.58,3.0,52.22,0.22,2.31,,81.0,Satisfactory
KA007,2018-11-08,57.48,96.94,1.43,16.46,9.41,8.56,0.63,2.61,40.71,0.38,2.7,,142.0,Moderate
KA007,2018-11-09,27.31,56.54,1.07,15.38,8.54,8.14,0.54,1.76,49.51,0.2,2.21,,87.0,Satisfactory
KA007,2018-11-10,40.93,80.98,1.8,16.97,9.98,9.88,0.71,1.92,56.07,0.24,2.7,,94.0,Satisfactory
KA007,2018-11-11,50.97,98.51,3.84,18.07,12.24,9.89,0.85,3.44,64.16,0.34,2.96,,124.0,Moderate
KA007,2018-11-12,51.16,107.64,9.01,23.93,19.55,15.68,1.12,2.26,58.52,0.46,4.12,,122.0,Moderate
KA007,2018-11-13,59.36,124.16,17.13,30.55,29.67,15.66,1.25,2.27,67.95,0.61,5.52,,152.0,Moderate
KA007,2018-11-14,54.39,121.64,14.64,34.94,29.98,19.69,1.28,1.93,66.45,0.59,5.1,,167.0,Moderate
KA007,2018-11-15,36.73,88.07,4.97,24.31,16.47,12.17,0.81,1.14,39.5,0.38,3.23,,108.0,Moderate
KA007,2018-11-16,20.11,47.69,1.17,16.05,8.99,11.57,0.58,1.4,36.22,0.19,1.71,,61.0,Satisfactory
KA007,2018-11-17,51.34,93.88,0.93,15.14,8.31,10.06,0.71,1.63,66.43,0.26,2.37,,95.0,Satisfactory
KA007,2018-11-18,41.77,77.9,0.95,11.68,6.48,8.41,0.62,1.67,46.95,0.23,2.21,,95.0,Satisfactory
KA007,2018-11-19,14.67,41.27,3.16,14.61,9.84,8.79,0.66,1.91,25.75,0.18,1.98,,65.0,Satisfactory
KA007,2018-11-20,19.67,50.79,1.53,14.74,8.59,8.65,0.62,3.13,37.48,0.18,1.97,,68.0,Satisfactory
KA007,2018-11-21,27.88,65.77,0.88,12.81,7.04,7.52,0.48,2.06,50.94,0.21,1.77,,69.0,Satisfactory
KA007,2018-11-22,6.12,21.52,1.37,11.87,6.93,8.35,0.45,3.08,24.29,0.15,1.44,,44.0,Good
KA007,2018-11-23,14.03,26.12,4.39,14.94,11.02,11.21,0.66,2.08,21.54,0.21,2.03,,48.0,Good
KA007,2018-11-24,39.88,74.4,1.36,16.97,9.63,11.19,0.77,3.06,47.38,0.27,2.18,,82.0,Satisfactory
KA007,2018-11-25,58.7,104.7,0.89,13.64,7.48,10.0,0.69,2.3,67.64,0.24,1.95,,113.0,Moderate
KA007,2018-11-26,67.17,118.57,0.82,15.08,8.19,9.87,0.7,2.4,92.14,0.24,1.87,,142.0,Moderate
KA007,2018-11-27,52.04,99.02,0.89,16.65,9.08,9.6,0.64,2.48,88.18,0.23,1.72,,133.0,Moderate
KA007,2018-11-28,42.92,85.14,1.01,17.22,9.48,9.59,0.63,3.86,76.07,0.24,1.86,,106.0,Moderate
KA007,2018-11-29,32.18,66.64,1.14,14.76,8.28,8.44,0.72,3.75,52.86,0.21,1.62,,80.0,Satisfactory
KA007,2018-11-30,34.79,74.32,1.0,15.22,8.4,9.63,0.6,3.19,58.85,0.24,1.81,,88.0,Satisfactory
KA007,2018-12-01,34.17,74.23,1.82,18.11,10.61,8.08,0.77,1.94,62.31,0.24,1.84,,103.0,Moderate
KA007,2018-12-02,25.65,55.38,2.11,15.66,9.54,6.17,0.52,2.07,61.9,0.17,1.4,,96.0,Satisfactory
KA007,2018-12-03,22.73,56.55,4.01,19.26,13.01,6.48,0.53,2.33,47.07,0.18,1.58,,68.0,Satisfactory
KA007,2018-12-04,20.47,53.8,5.46,20.21,14.68,6.9,0.66,2.28,27.7,0.24,1.95,,62.0,Satisfactory
KA007,2018-12-05,15.48,40.44,5.67,19.2,14.32,7.47,0.67,2.16,26.99,0.23,1.99,,58.0,Satisfactory
KA007,2018-12-06,26.01,56.82,3.73,20.17,13.26,7.64,0.67,2.23,37.61,0.21,1.86,,65.0,Satisfactory
KA007,2018-12-07,35.08,69.75,5.83,22.7,16.31,6.56,0.76,2.21,34.94,0.23,1.76,,67.0,Satisfactory
KA007,2018-12-08,56.42,100.43,2.64,25.1,14.98,6.38,0.79,2.21,56.22,0.27,1.84,,90.0,Satisfactory
KA007,2018-12-09,61.34,104.3,1.59,16.62,9.63,6.06,0.67,2.22,87.74,0.22,1.42,,117.0,Moderate
KA007,2018-12-10,72.34,130.64,6.12,28.93,19.86,6.15,0.99,2.29,81.24,0.35,2.31,,148.0,Moderate
KA007,2018-12-11,84.58,169.24,4.34,31.78,19.92,6.41,1.11,2.21,79.56,0.43,3.04,,192.0,Moderate
KA007,2018-12-12,79.65,152.25,6.11,35.08,23.11,6.95,1.15,2.22,77.5,0.46,3.29,,214.0,Poor
KA007,2018-12-13,60.95,121.68,2.99,28.91,17.31,7.13,1.0,2.11,72.82,0.38,2.86,,168.0,Moderate
KA007,2018-12-14,42.54,91.76,3.32,27.02,16.57,6.67,0.71,2.47,59.75,0.25,1.73,,117.0,Moderate
KA007,2018-12-15,38.71,81.1,2.0,17.83,10.61,6.77,0.62,3.75,70.98,0.21,1.52,,93.0,Satisfactory
KA007,2018-12-16,62.75,120.78,1.52,22.47,12.69,6.17,0.74,3.35,99.97,0.29,1.7,,134.0,Moderate
KA007,2018-12-17,71.67,140.66,7.03,27.92,20.06,5.76,1.06,4.65,80.9,0.49,3.8,,144.0,Moderate
KA007,2018-12-18,76.93,148.55,5.84,41.54,26.35,10.39,1.26,2.21,57.75,0.85,7.54,,189.0,Moderate
KA007,2018-12-19,56.32,118.72,3.58,38.32,22.78,10.58,0.95,3.85,72.06,0.38,2.95,,178.0,Moderate
KA007,2018-12-20,39.4,85.4,1.92,24.62,14.16,9.7,0.66,3.4,80.41,0.23,1.91,,159.0,Moderate
KA007,2018-12-21,43.25,90.93,9.31,29.82,22.93,9.11,0.91,2.91,71.6,0.34,2.25,,137.0,Moderate
KA007,2018-12-22,37.03,76.8,1.8,21.48,12.39,9.47,0.64,5.01,62.48,0.23,1.68,,121.0,Moderate
KA007,2018-12-23,30.94,60.26,1.55,14.36,8.37,9.34,0.58,2.3,59.16,0.14,1.06,,78.0,Satisfactory
KA007,2018-12-24,38.88,77.11,2.42,20.17,12.18,8.58,0.68,2.04,50.97,0.21,1.41,,74.0,Satisfactory
KA007,2018-12-25,51.45,97.22,1.83,24.7,14.12,9.12,0.77,1.83,70.1,0.27,1.68,,111.0,Moderate
KA007,2018-12-26,45.92,92.52,2.42,27.02,15.84,8.93,0.71,2.12,65.63,0.26,1.8,,106.0,Moderate
KA007,2018-12-27,52.6,101.2,1.54,23.67,13.34,9.47,0.82,2.13,76.1,0.3,2.7,,123.0,Moderate
KA007,2018-12-28,56.7,106.78,1.63,23.32,13.22,9.29,0.74,2.31,74.92,0.25,1.97,,136.0,Moderate
KA007,2018-12-29,54.84,87.82,1.53,17.65,10.14,9.31,0.55,2.29,45.24,0.17,1.04,,105.0,Moderate
KA007,2018-12-30,,,,,,,,,,,,,,
KA007,2018-12-31,52.98,118.38,13.0,46.65,34.88,7.9,1.26,2.47,59.31,0.45,3.09,,,
KA007,2019-01-01,57.61,97.89,1.6,16.7,9.69,8.3,0.6,2.56,88.33,0.24,1.36,,121.0,Moderate
KA007,2019-01-02,26.83,74.12,4.8,39.46,24.4,7.3,1.52,4.23,55.09,0.38,3.48,,100.0,Satisfactory
KA007,2019-01-03,43.8,88.54,4.9,30.78,19.85,7.97,0.69,2.65,56.23,0.72,6.42,,93.0,Satisfactory
KA007,2019-01-04,53.33,99.07,3.86,30.16,18.71,8.99,0.65,2.41,54.07,0.73,6.97,,94.0,Satisfactory
KA007,2019-01-05,,,,,,,,,,,,,,
KA007,2019-01-06,,,,,,,,,,,,,,
KA007,2019-01-07,,,,,,,,,,,,,,
KA007,2019-01-08,,,,,,,,,,,,,,
KA007,2019-01-09,,,,,,,,,,,,,,
KA007,2019-01-10,,,,,,,,,,,,,,
KA007,2019-01-11,38.88,90.75,1.78,17.72,10.36,7.8,0.45,6.36,140.54,0.25,3.36,,,
KA007,2019-01-12,,,,,,,,,,,,,,
KA007,2019-01-13,,,,,,,,,,,,,,
KA007,2019-01-14,48.79,107.54,6.98,37.18,24.95,8.4,0.89,7.07,74.17,0.33,2.95,,,
KA007,2019-01-15,41.79,83.8,2.03,27.86,15.97,6.92,0.55,7.05,67.82,0.27,2.57,,107.0,Moderate
KA007,2019-01-16,62.31,114.92,4.46,31.18,19.71,8.44,0.78,5.26,79.14,0.28,2.54,,117.0,Moderate
KA007,2019-01-17,58.1,111.12,7.88,28.68,21.16,8.77,0.84,5.58,67.74,0.31,2.69,,117.0,Moderate
KA007,2019-01-18,69.05,121.09,2.68,24.52,14.72,8.68,0.75,4.19,63.59,0.28,2.28,,122.0,Moderate
KA007,2019-01-19,53.92,105.62,3.74,30.11,18.56,7.19,0.7,2.84,57.65,0.27,2.18,,114.0,Moderate
KA007,2019-01-20,41.33,82.51,1.86,22.01,12.71,7.13,0.53,4.03,73.66,0.2,1.56,,108.0,Moderate
KA007,2019-01-21,49.79,102.22,3.22,30.56,18.36,7.82,0.61,5.17,63.93,0.26,1.97,,92.0,Satisfactory
KA007,2019-01-22,71.1,134.56,6.73,31.0,21.45,8.61,0.85,2.61,86.92,0.35,3.03,,173.0,Moderate
KA007,2019-01-23,58.81,124.1,7.15,33.35,23.05,9.94,0.88,3.23,67.4,0.36,2.77,,179.0,Moderate
KA007,2019-01-24,51.28,113.91,2.52,26.32,15.55,10.39,0.95,2.22,68.01,0.28,2.3,,145.0,Moderate
KA007,2019-01-25,38.08,92.29,2.92,23.86,14.57,10.11,0.72,2.46,57.95,0.26,2.58,,111.0,Moderate
KA007,2019-01-26,54.73,105.0,2.1,22.07,12.95,10.26,0.87,2.82,53.55,0.28,2.61,,105.0,Moderate
KA007,2019-01-27,42.77,86.25,1.47,17.76,10.15,9.76,0.71,3.08,55.53,0.21,1.75,,101.0,Moderate
KA007,2019-01-28,32.18,71.23,1.45,16.02,9.19,8.76,0.6,1.91,59.67,0.2,1.6,,99.0,Satisfactory
KA007,2019-01-29,27.79,55.95,2.12,19.93,11.83,8.15,0.61,2.61,60.51,0.18,1.19,,87.0,Satisfactory
KA007,2019-01-30,52.44,96.66,6.63,26.26,18.83,8.08,0.83,3.0,67.51,0.29,1.66,,104.0,Moderate
KA007,2019-01-31,49.21,91.58,2.52,23.58,14.09,7.86,0.68,3.58,71.17,0.23,1.35,,113.0,Moderate
KA007,2019-02-01,55.51,106.38,5.16,30.32,19.82,7.36,0.76,3.1,69.75,0.27,1.66,,125.0,Moderate
KA007,2019-02-02,45.08,97.38,2.2,24.71,14.43,7.5,0.63,3.25,70.37,0.25,1.59,,129.0,Moderate
KA007,2019-02-03,40.15,81.26,1.45,19.53,11.07,7.92,0.59,3.09,71.13,0.22,1.11,,106.0,Moderate
KA007,2019-02-04,30.52,69.57,3.07,22.66,14.04,8.55,0.62,3.2,52.61,0.2,1.19,,82.0,Satisfactory
KA007,2019-02-05,36.95,76.65,2.1,20.42,12.07,8.31,0.64,1.42,71.44,0.18,1.06,,89.0,Satisfactory
KA007,2019-02-06,49.85,108.31,2.08,27.6,15.87,7.49,0.67,5.0,94.58,0.22,1.47,,129.0,Moderate
KA007,2019-02-07,49.41,117.18,3.38,30.56,18.49,8.04,0.8,2.46,83.3,0.29,2.21,,150.0,Moderate
KA007,2019-02-08,51.27,107.33,1.66,22.85,12.99,8.92,0.64,2.55,74.79,0.27,2.6,,128.0,Moderate
KA007,2019-02-09,68.36,131.1,6.39,36.48,24.1,10.21,2.86,3.33,67.11,0.33,2.71,,154.0,Moderate
KA007,2019-02-10,48.24,89.07,2.87,25.19,15.23,12.36,0.84,2.28,40.1,0.23,1.85,,110.0,Moderate
KA007,2019-02-11,39.23,76.31,3.66,22.03,14.19,10.54,0.66,2.3,39.7,0.16,1.15,,77.0,Satisfactory
KA007,2019-02-12,46.47,89.58,2.32,22.84,13.53,8.35,0.61,2.67,57.62,0.17,1.06,,87.0,Satisfactory
KA007,2019-02-13,45.96,93.12,2.66,25.72,15.35,7.85,0.65,2.26,59.95,0.2,1.2,,95.0,Satisfactory
KA007,2019-02-14,34.27,85.94,4.45,27.07,17.51,7.88,0.71,2.52,50.01,0.23,1.54,,93.0,Satisfactory
KA007,2019-02-15,29.94,78.07,3.13,23.59,14.59,9.03,0.66,2.73,64.33,0.21,2.07,,130.0,Moderate
KA007,2019-02-16,36.48,81.15,7.83,26.99,20.23,9.26,0.86,2.78,59.16,0.27,2.45,,119.0,Moderate
KA007,2019-02-17,39.69,85.29,3.33,23.02,14.46,8.51,0.71,2.56,60.39,0.26,2.02,,110.0,Moderate
KA007,2019-02-18,29.73,72.6,7.93,34.04,24.06,7.39,0.81,3.07,51.37,0.34,2.52,,112.0,Moderate
